	text	emotion
3162	公司 这里 的 顺丰 快递 越来越 错其 了 ， 等 个 7 分钟 就 吵 着 要 走 了 ， FEDEX 都 没 你们 那么 牛 逼 啊 亲 ！	disgust
3163	今年 上面 说 全国 新建 1000 万套 保障 房 ， 各个 省 现在 都 在 讨价还价 争取 少 要点 指标 。 上海 广州 已经 明确 说 了 ， 钱 不够 。 上海 、 广州 尚 如此 ， 全国 更 可想而知 。 真 没 钱 ， 还是 假 没 钱 姑且 不论 ， 这个 1000 万套 ， 肯定 得 黄 。	disgust
3164	［ 啤酒 妙用 ］ 4 .   适量 啤酒 揉 进 烤制 面包 的 面团 中 ， 使 面包 容易 烤制 ， 又 增添 了 一种 近乎 肉 的 味道 。 5 .   制作 较肥 的 肉 或 鱼时 ， 加 一杯 啤酒 ， 能 消除 油腻 味 ， 吃 起来 很 爽口 。 6 .   将 鸡肉 放在 盐 、 胡椒 和 啤酒 中 ， 浸 1 ~ 2 小时 ， 能 去掉 鸡 的 膻味 。	none
3165	对娟娟 说 抱抱 ， 她 一脸 无奈 地说 ： 哎 ， 让 你 抱抱 吧 ， 谁 让 你 没 男朋友 呢 。 [ 抓狂 ] 啊啊啊 啊 吧 啊啊啊 啊 刺激 到 我 了 ！ ！ ！ （ 话 说 今天 天空 很漂亮 哦 ～ ）	sadness
3166	新 的 一天 开始 了 ， 不再 去 想 太 多 ， 该来 的 总是 会 来 ， 逃不掉 的 ！ 做好 每 一个 今天 的 事情 就 好 ！ 开心 努力 的 生活 吧 ！	happiness
3167	中国 银行业 的 结构 问题 ： 美国 绝大多数 银行 是 小 银行 ， 服务 一个 城市 或 甚至 社区 ， 主要 客户 是 小企业 和 个人 ； 中国 绝大多数 银行 为 国有 性质 ， 主要 客户 为 政府 、 国有企业 、 大中型 企业 。 于是 一方面 对 国有企业 的 信贷 供过于求 ， 银行 要 千方百计 拉客户 。 另一方面 对 小企业 和 个人 的 信贷 供不应求 ， 滋生 大规模 地下 金融 。 转	none
3168	有 一天 某 妇女 抱 着 小孩 去 看 医生 ， 医生 检查 后 说 ， 这 孩子 是 吃 母乳 还是 牛奶 ， 妇人 说 ， 母乳 ， 医生 叫 妇女 把 衣服 掳 起来 ， 妇女 心想 他 要 干嘛 ， 但 还是 照 做 了 。 医生 把手 伸进去 ， 左 摸摸 ， 又 捏 捏 ， 感慨 道 ， 难怪 小孩 会 营养不良 ， 根本 没奶 。 妇女 怒道 ， TMD 我 是 他 小姨 ！	none
3169	昨晚 我 企图 也 并 努力 过想 去 接近 偶像 的 ， 但 实在 抵不住 地累 ， 已经 走 到 车库 并 上车 启动 车 还是 回来 了 。 已经 两次 错过 她 了 。 / / @ Host 华少 : 兴 昨天 节目 后 完成 合影 ... 哈哈 ， 我 还是 很 兴奋 的	happiness
3170	说实话 ， 我 真的 很 喜欢 牌子 的 名字 。 一个 人要 看 脸面 ， 看 长相 ， 同样 ， 吸引 我 的 先 不 说 衣服 的 设计 理念 ， 首先 牌子 logo 就 很 吸引 我	like
3171	从 小时候 到 现在 。 。 。 看着 一届 又 一届 高考 总 觉得 离 自己 很 远 。 。 。 甚至 是 去年 我 还 觉得 嗯 还 早 着 呢 ～ 现在 想 起来 明天 他们 考完 我 就算 是 准 高三 了 ， 明年 就 该 我 了 。 突然 觉得 时间 好快 。	fear
3172	今天 各种 怒 … 各种 黑 呀 ～ 一大早 起来 把 脚 拉伤 了 、 下午 有个 傻 B 把 我 疯疯 偷 了 … 你 说 你 只 拿 我 手机 、 把 我 的 手机卡 留下 也好 呀 、 你 把 充电器 留给 我 的 意思 是 ？ 哎 ～ 要 偷 你 就 把 我 充电器 一起 拿走 好 了 、 何必 呢 ？ 毕竟 相处 时间 长 了 、 它 俩 有 感情 的 ！ 尼码 、 别 让 我 发现 你 是 谁 … 诅咒 你 。 找 我 的 留言 或者 打 138 那个 号 吧 …	anger
3173	爱 一个 人 ， 总 难免 赔 上 眼泪 ； 被 一个 人爱 着 ， 也 总会 赚 到 他 的 眼泪 。 爱 与 被 爱 的 时候 ， 谁 不曾 在 孤单 漫长 的 夜晚 偷偷 饮泣 ？ 我们 一再 问 自己 ， 爱 是 甚 麽 啊 ？ 为 甚 麽 要 爱 上 一个 让 我 掉 眼泪 而 不是 一个 为 我 擦 眼泪 的 人 ？ 他 甚至 不 知道 我 在 流泪 。	sadness
3174	晕 ， 我 又 收到 卓越 的 邮件 说 延时 发货 。 。 。 当 我 庆幸 在 当当 、 京东 、 聆听 网 都 有 订购 ， 分散 投资 果然 很 保险 时 ， 才 看清 。 。 。 尼玛 又 是 厂商 制作 问题 ！ 星外星 ， 你 行不行 啊 ？ ！ 我 只好 忍不住 说 一句 原谅 你 之前 没 发行 过 销量 如此 惊人 的 专辑 ， 所以 制作 来不及 。 。 。	anger
3175	这些 风投 打水漂 的 概率 很 高 ， 团购网 在 这个 产业 中 ， 没有 主动权 ， 没有 定价权 ， 没有 约束 权 ， 所以 那些 SB 风投 ， 就是 疯投 ~	disgust
3176	稳定 是 系统 的 结果 ， 需要 「 三条 」 ： 1 、 解决 好 弱势群体 的 现实 和 未来 的 生活 与 工作 ， 关键点 是 三农 ， 是 转变 增长 方式 。 2 、 通过 政治 、 经济 和 文化 手段 解决 官僚主义 ， 加强 执政者 和 执法者 政治 教育 ， 提高 政治素质 。 3 、 加强 思想 工作 ， 要 掌握 ＂ 公关 ＂ 常识 ， 使 好事得 好报 。	none
3177	2011.1 . 11.11 . 11 的 时候 在 说 唱片 Move   On 的 失踪 案件 ！ 好 眼熟 的 光棍 数 ！ 呵呵 到 11 月 的 这天 就 不得了 了 ！ 大 日子 呢 ！	none
3178	虽然 巴黎 紧盯 蒙彼利埃 中锋 吉鲁 ， 但吉鲁 倾向 于 去 英格兰 。 纽卡 、 阿森纳 、 埃弗顿 、 利物浦 都 很 看好 他 ， 吉鲁 的 违约金 大约 在 1600 万 欧元 左右	none
3179	人生 有时 总是 很 讥讽 ， 转身 可能 就是 一世 ； 说好 永远 的 ， 不知 怎么 就 散 了 ； 最后 本身 想来想去 竟然 也 搞不清 当初 是 什么 原因 离开 彼此 的 。 然后 ， 你 忽然 醒悟 ， 情感 本来 是 这么 懦弱 的 ， 经得起 风雨 ， 却 经不起 平常 ； 风雨 时 同船 ， 天晴 却 各自 散 了 。 没想到 的 是 ， 一 别 竟是 这么 久长 。 于是 ， 各有 各 的 生涯 ， 各自 爱着 别的 人 。	none
3180	过 你们 的 日子 离 你们 的 婚 对 你们 自己 负责 ， 管 那些 瞎 嚷嚷 的 人 干 啥 。 把 幸福 梦想 寄托 在 别人 身上 的 人 ， 活该 被 一个 又 一个 平底锅 拍死	disgust
3181	太帥 了 啦 ！ 看見 今天 的 照片 ， 現在 我後悔 怎麼 不 去 預售 簽唱 啦 ！ 明明 我 是 很 閒 可以 飛過 去 ， 嗚 嗚 ~   希望 正式 時 我 可以 給力點 飛過 去 啦 ！	like
3182	完全 不 明白 , 年 輕人 在 處事 上 不 成熟 是 正常 的 , 這才 是 有血有肉 正常 心智 的 。 但 年老 的 人 ...... 我 只能 說 , 上 一代 的 人 , 更 不 成熟 。	disgust
3183	一个 小时 前刚 和 李炜 爸爸 通过 电话 ， 代 儿子 领奖 特 高兴 ， 令人 联想 到 孩子 拿 着 全优 成绩单 回家 ， 哪个 父母 不 乐 开花 。 透露 一下 ， 李炜 父亲 是 位特 爽朗 的 人 ， 善于 与 各种 人士 交往 ， 这方面 李炜 不如 爸 ， 好 在 有 遗传基因 ， 日后 容易 培养 。	none
3184	发改委 为何 擅长 提高 商品价格 ？ 1 、 全心全意 的 为 高层 做 挡箭牌 ， 以示 我 不下 地狱 谁 下 地狱 之 决心 。 2 、 为 有所 需要 的 部门 办事 ， 不但 能 留个 名 还 能 得到 巨大 好处 。 3 、 即使 涨价 了 ， 不 就是 发牢骚 一两天 嘛 ！ 这 对于 喜欢 在 办公室 玩 纸牌 的 发改委 来说 ， 就是 对牛弹琴 。 4 、 有关 部门 很 牛 x ， 百姓 算个 p ！ 说涨 就 涨 ， 爱 咋 咋 地 。	disgust
3185	买 早餐 是 每天 第一件 需要 抉择 的 事 。 到底 是 吃 煎饼 好 还是 吃 包子 好 呢 ， 选择 包子 又 要 抉择 吃 花卷 好 还是 豆沙包 好 ， 最后 却 买 了 两个 菜包 ， 拿 回来 后 发现 包子铺 老板 给 了 你 一个 菜包 一个 豆沙包 ， 结果 发现 还是 豆沙包 比菜 包 好吃 许多 。 。 啊 ， ， 这 就是 人生	none
3186	爱情 是 有 所谓 不 可能 的 吗 ？ 在 你 的 字典 里 ， 本来 没有 「 不 可能 」 这 三个 字 。 认真 地爱过 之后 ， 你 才 领悟 ， 有些 爱 ， 的确 是 不 可能 的 。	sadness
3187	明明 是 个 护垫 大小 的 考试 量 ， 却 有着 量 多 日用 型 的 考试 范围 ， 需要 学生 夜用 加长型 地 复习 。 但 即使 这样 ， 还是 会侧 漏 … …	disgust
3188	血染 的 茅台 ： 1960 年 ， 国内 大 饥荒 ， 青壮年 每天 定量 3 两米 （ 150 克 ） 。 茅台酒 厂无米 酿酒 ， 周恩来 闻讯 ， 特批 2200 吨 （ 22 亿克 ） 粮食 给 茅台酒 厂 酿酒 ！ 而 据悉 ， 此 期间 ， 中国 大陆 有 数千万 人 饿死 。 但 茅台酒 厂 1959 年 到 61 年 的 产量 并 没有 减少 ， 且 更 有 收藏 价值 ！ 1958 年土 陶瓶 茅台酒 145.6 万元 创 国内 最高价 。	disgust
3189	旧 上海滩 发达 程度 真是 令人 惊讶 ： 20 世纪 20 、 30 年代 ， 一条 短短的 福州路 （ 原四 马路 ） ， 居然 麇 集着 三百多 家 大大小小 的 出版 机构 和 书店 ！ 其 规模 之 壮观 ， 不仅 超过 了 当时 林立 的 酒楼 和 米店 ， 也 大大 超过 了 现在 无处不在 的 银行 和 房产 中介 。 什么 叫 辉煌 ? 我 想 ， 大概 没有 什么 比 这 更 能 使 上海 人 兴奋 和 自傲 的 了 [ 酷 ]	like
3190	每当 我 想 你们 的 时候 我 就 抽 只 烟 ， 从 一 开始 的 几只 到 现在 一天 两包 ， 我 是 烟瘾 大 了 ， 还是 想 你们 想 疯 了 ？ [ 雨伞 ]	none
3191	飞来峰 ﹣ 弥勒佛 ， 愿 朋友 们 笑口常开 ！ 它 一年四季 都 嵌 在 石壁 里 ， 没有 自由 ， 因为 心胸 宽广 才能 如此 开心 ， 真的 是 人世 难逢 开口笑 ！	like
3192	每年 都 有 无数 的 人来 拍 梯田   我 自知 水平 不好   仅存 内心 对 哈尼族 尤其 是 哈尼 女人 的 敬仰   他们 勤劳 善良   砍柴 上山   做饭 背娃   笑容 灿烂 而 简单 ~ ~	like
3193	杯具 呀 . 昨天 等 新华社 稿 , 今天 等 山西 日报 的 稿子 , 我 估计 超过 昨天 的 下班时间 易如反掌 . 这里 先立 一 字据 : 争取 3 点半 下班 [ 泪 ]	sadness
3194	昨天 有 一人 说 送 我 生日礼物 ， 说 是 一部 手机 ， 然后 让 我 抓阄 ， 一共 4 个阄 （ IP4 、 HTC 的 G7 、 诺基亚 N8 、 魅族 M9 ） ， 结果 我选 了 个 IP4 ... 不能 怪 我 ， 瞎抓 的 ， 啥时候 给 啊 ， 问题 是 现在 能 买 到 不 ？ 实在 不行 的话 G7 也 不错 ~	happiness
3195	母亲 是 伟大 的 , 在 我们 迷失方向 时 , 在 我们 落魄 时 , 母亲 永远 为 我们 开启 着 一扇 们 。 无论 何时何地 ， 那个 为 我们 挑灯 照路 ， 那个 能 赤脚 为 我们 开门 的 是 母亲 。 母亲 的 爱 是 无私 的 ， 是 伟大 的 。 母亲 我爱你 ！ 您 永远 是 我们 应敬 的 佛 。	like
3196	勺海年 会开 完 ， 2011 年 的 目标 增长 一倍 。 小朋友 们 群情 激昂 。 乐巢 董事会 也 开 完 ， 2010 年 增长 90% ， 并 引进 银行资本 。 股东 们 比较满意 。 2011 年 目标 增长 120% 。	none
3197	大家 有没有 试 过 ， 往往 你 最 爱 的 那个 人到 最后 都 没有 跟 你 在 一起 ， 而 跟 你 在 一起 的 都 不是 你 的 最 爱 而是 对 你 最好 的 ！ 对 你 最好 ， 和 你 的 最 爱 ， 你们 会选 哪 一种 呢 ？	none
3198	《 午间 聊聊吧 》 今日 话题 ： 明天 是 父亲节 ， 对 这个 节日 ， 你 有 什么 想法 和 做法 ？ 对 父亲 ， 你 心中 是 个 什么 概念 ， 别人 或 自己 。	none
3199	一位 计生办 工作人员 的话 ： 说 我们 非法 关押 ， 你 可以 去告 。 你 肯定 告 的 赢 。 反正 由 政府 赔钱 ， 按 每个 月 5000 块 赔 给 你 ， 关 你 三个 月 ， 赔 你 15000 元 。	disgust
3200	看到 草原 今天 是 兴奋 ， 明天 真的 会 吐 的 ， 另外 这条 路太窄 ， 千万别 和 对面 的 大卡车 赛 胆量 ， 会车 了 让 一 让 ， 咱是 开英菲尼迪 的 ， 有 素质	none
3201	昨天 ， 一个 朋友 一句 ： 其实 ， 抽烟 的 女人 很 味道 ！ 不 喜欢 这样 的 女人 的 男人 是 不 懂 欣赏 。 我 说 ， 那 味道 是 烟味 吧 ？	none
3202	从 上 往 下 看 ， 很 普通 的 款式 哦 ， 简约 的 字母 t 恤 ， 没有 丝毫 特别 。 看到 最 下边 才 发现 ， 原来 衣襟 做成 了 流苏 ， 马上 就 不 一样 了 潮 起来 了 哈 。	like
3203	清晨 ， 漫游 在 迷雾 中 。 摄影师 Jesse   Estes 用 黑白照片 表现 清晨 美景 ， 耐看 ！ 构图 、 光线 都 足够 美 ， 强烈建议 点 开大图 ， 送给 早起 的 你 。	like
3204	金子 总是 会 发光 的 ， 除了 努力 去 做 之外 ， 还要 相信 时间 的 作用 ， 千万 不要 因为 时间 没 到 ， 就 变得 浮躁 、 急噪 ， 一定 要 沉得住气	none
3205	回复 @ 幻影 海豚 : 正确 / / @ 幻影 海豚 : 中信 也 应该 可以 的 ， 中信银行 、 中信证券 、 华夏 基金 、 信诚 人寿 、 中信 信托 ， 该 有 的 金融 产品 都 有 了 ， 只 等 中信 金融 控股 何时 将 旗下 的 资产 整合 成 一个 平台 为 大家 服务 了 [ 给力 ] / / @ 刘彦斌 : 平安 能 提供 一站式 的 理财 服务 ， 是因为 有 了 平安 银行 ， 一帐 通 的 账户 就是 平安 银行 的 账户 。	none
3206	他 尽力 地 开导 她 ， 在 钱柜 为 他们 牵线搭桥 ； 他 尽力 地 照顾 她 ， 让 他 在 与 她 相隔 异地 的 时候 可以 安心 工作 ； 他 尽力 地 维护 他们 的 感情 ， 在 必要 或者 适当 的 时机 说出 自己 的 想法 ； 他 尽力 地 在 他们 闹矛盾 时 出来 劝 和 ， 直到 他们 和好如初 。 最初 是 他 找到 他们 ， 见证 他们 十指 相扣 ； 最后 是 他 伫立 在 原地 ， 存活 在 有 彼此 的 世界 里 。	none
3207	开灯 ， 色诱 蚊子 。 悲 催 的 发现 左边 脸 被 咬 肿 了 ， 直接 导致 左眼 变成 一条 缝 。 我 今天 还要 主持 活动 啊 ！ ！ ！ 丫 的 抓 到 就是 你 的 死期 ！	anger
3208	飘逸 的 混 泥土 ： 百货大楼 ， 墨西哥 ， 设计   IE 。 整个 外立面 用 螺旋桨 状 的 预制 水泥 构件 构成 ， 最长 构件 长达 20 米 [ 阳光 ] [ 阳光 ] [ 阳光 ] 。 。 。	none
3209	我 还 以为 让 我 上去 就是 做个 ppt 呢 ， 心想 这 事 简单 啊 就 答应 了 ， 谁 知道 还要 说 。 。 。 还要 幽默 互动 。 。 。 。 我 擦 了 。 。 。 。 我 一不留神 实话 说 出来 我 是 托 咋办 。 office   2011   for   mac 发布 咯 ， 如果 他们 兑现 诺言 的话 单位 这 几个 苹果 用户 就 有 正版 用 了 。 。 。 。	fear
3210	据 今日 凌晨 2 ： 30 左右 玉龙 县 山火 扑救 指挥部 介绍 ， 目前 有 1200 多人 守候 在 火场 附近 ， 等待 夜间 气温 降低 ， 风势 减弱 火情 稳定 后 ， 将 全力 进行 明火 扑灭 工作 。 如果 气象条件 不 发生 异常 变化 ， 计划 在 今日 上午 十点 左右 扑灭 明火 。	none
3211	在韓 blog 看到 銀 ? ? ? ? ? 和 敏 ? ? ? ? ? [ 偷笑 ]   哈哈哈 ... 李赫宰 好 man =   =   credit 見 logo ..	happiness
3212	有 一只 秋田 犬 叫 八公 ， 主人 在 一个 冬夜 捡 到 它 ， 决定 收养 ， 八公 每天 送 主人 上班 ， 然后 在 车站 等 他 下班 一起 回家 。 有 一天 ， 八公等 主人 时 被 打狗队 抓走 ， 卖 给 狗贩子 ， 主人 获知 消息 ， 率众 去 高速公路 拦车 ， 被 驱散 。 主人 历经 艰辛 ， 终于 在 一家 狗肉 馆前 见到 八公 的 皮 ， 悲痛 之 余 ， 组织 大规模 动保 游行 ， 后来 … …	none
3213	[ 微风 ]   人生 有 很多 条路 的 选择 。 选中 一条 , 走 下去 , 便会 碰见 这 条 路上 的 人 和 风景 ； 而 选择 另 一条 , 则 是 完全 不同 的 风景 与 人 。 有 的 人 可能 与 你 一起 走 , 有 的 人 留在 原地 ； 一起 走 的 人 , 也 可能 在 下个 路口 与 你 分开 。 珍惜 身边 与 你 一起 看 风景 的 人 , 在 下面 或远 或 近 的 某个 路口 , 用力 地 挥挥手 。	none
3214	给 刚才 说 想要 我 头像 的 姑娘 ... 对不起 我 也 不 知道 为什么 扫成 大图 就 这么 糊   希望 10 个 孩子 能够 早日 重新 站 在 一起   别的 我 真的 不 知道 能 说 什么 了 ...	sadness
3215	各位 ~ 考考你 们 的 数学 能力 ~ 快 选择 任意 一个 数 ， 然后 加上 52.8 ， 再 乘以 5 ， 再 减去 3.4343 ， 然后 除以 0.5 ， 再 减去 这个 任意 数 的 十倍 。 你们 得到 的 结果 什么 ？ 快快 公布 告诉 我 哦 ~	none
3216	迎来送往 ， 亲爱 的 幂 也 杀青 了 ， 我 这颗 无比 向往 温暖 的 家 的 小 心脏 开始 扑腾 了 ， 北京 姐妹 要 好好 聚一聚 呀 哦 喂 ～ [ 鼻涕 ] [ no ] [ no ] [ no ]	happiness
3217	这 就是 童话世界 嘛 ， 共产主义 怕 就是 这种 了 ： 住 在 这里 ， 开着 玛莎拉蒂 ， 消费 着 国内 贪污 来 的 红十字 捐款 ， 旁边 睡着 郭美美 。	disgust
3218	摄影 爱好者 快来 啊 ， 以后 想 用 哪个 就 用 哪个 ！ MM ， 你 要 卖 ， 也 不要 这样 卖 啊 ， 你 叫卖 照相机 、 摄像机 的 老板 们 情 何以堪 啊 ！ ！	sadness
3219	我 想 ， 每个 人 都 有 矛盾 的 部分 ， 可是 女人 向往 的 生活 往往 不是 男人 所 向往 的 ~ 除了 你 ， 他 还有 更 多 的 精彩 ， 所以 他们 不会 愿意 和 女 人们 过二 个人 的 小日子	none
3220	这 就 意味着 行货 会 比 水货 便宜 ？ 8K ， 还是 太贵 了 ， 如果 富士 执意 要 把 它 做成 收藏 级 也 无可厚非 ， 但是 想 赚钱 就 必须 快出 廉价版 … … [ 嘘 ]	none
3221	在 公园 里 热吻 的 ， 大多 不是 夫妻 ； 在 领导 前 表功 的 ， 大多 不是 干将 ； 在 饭局 中 穿梭 的 ， 大多 不是 主角 ； 经常 拿 身份证 出来 亮 的 ， 大多 是 没有 身份 的 人 。 大把大把 支付现金 的 ， 大多 不是 有钱人 。 经常 在 网络 上 发泄 不满 的 ， 在 现实生活 中 大多 是 平秋 温顺 的 良民 。 [ 转 ]	none
3222	中午 下 飞机 ， 直接 回到 办公室 ， 阅读 顾客 建议 与 意见 和 投诉 。 谢谢 大家 在 我 围脖 里 提出 的 反馈 。 努力 3 月 在 送货 速度 和 送货员 服务态度 和 退换货 以及 包装 和 商品 品相 上 上 有 大 的 提高 。 而 价格 和 品种 更是 常抓不懈 。	none
3223	对于 爱情 ， 我 还是 渴望 的 。 我 只是 没有勇气 去 恋爱 了 ， 一段 全心全意 付出 ， 甚至 断 了 自己 后路 的 感情 ， 换来 的 却是 你 的 放弃 。 有个 朋友 对 我 说 ， 跟 自己 深爱 的 人 结婚 会 给 自己 很大 的 压力 ， 总是 要 顾及 对方 放弃 自己 。 对于 你 我 还是 愿意 放弃 自己 ， 至于 别人 我 已经 学会 保护 自己 。	none
3224	好玩 ！ 一早 起来 就 看到 fox 新闻 正 直播 北卡 共和党 选举 答辩 ， 白人 黑人 老人 年轻人 ， 前任 州长 、 现任 活动分子 、 议员 站 在 一起 ， 主持人 轮流 问 他们 对 内外 政策 、 移民 、 福利 、 妇女 流产 等等 看法 ， 他们 各抒己见 。 这些 人 不 一定 选 总统 ， 但 通过 这种 方式 ， 让 观众 知道 治理 国家 还有 其它 选择 ， 听到 不同 声音 ， 好玩 。	like
3225	多 和 自己 竞争 ， 没 必要 嫉妒 别人 ， 也 没 必要 羡慕 别人 。 很多 人 都 是 由于 羡慕 别人 ， 始终 把 自己 当成 旁观者 ， 越是 这样 ， 越是 会 把 自己 掉 进 一个 深渊 。 你 要 相信 ， 只要 你 去 做 ， 你 也 可以 的 。 为 自己 的 每 一次 进步 而 开心 。 事是 不分 大 与 小 的 ， 复杂 的 事情 简单 做 ， 简单 的 事情 认真 做 ， 认真 的 事情 反复 做 ， 争取 做到 最好 。	none
3226	北京 《 序幕 》 MM 周日 包场 情况 ： 电话 咨询 了 影院 ， 周日 早 10 点 一场 ， 294 个 座位 ， 不 提前 报名 ， 直接 现场 窗口 买票 ， 不满 场 也 会 放 ， 不售 站票 挂票 ， 你们 懂 的 。 周一 周二 早中晚 各 一场 （ 晚场 18 ： 00 左右 ） 周三 - 周五 视 周一 周二 的 观影 情况 再议 ， 具体情况 请 关注 博纳 影院 官网 。 。 。 。	none
3227	酷 6 的 使用 体验 和 优酷 不 在 一个 层面 上 ， 使用 半小时 后 的 结论 。 学习 微博 ， 把 客户 体验 放 第一位 是 最 重要 的 ， 盛大 这么 多年 就 缺 这个 ， 所以 什么 都 做 ， 什么 都 做 不到 第一 阵营 。	none
3228	咳咳 ， 我 开始 分析 挖掘 了 啊 … 特卡准 在 这个 独一无二 的 点 ， 哦 ， 原来 前面 真的 是 寡妇 肤浅 了 ， 有些 人 可以 随便 找个 点 圈个 祝福 了 就 洗洗 睡 ， 对 阿猴 的 ， 就要 独一无二 ， 唔 ， 因为 阿猴 对 虎 几 来说 就是 独一无二 的 ！ （ 嬷嬷 太 真相 了 ， 害怕 的 ）	none
3229	自 去年 以来 ， 就 不断 有 政府 机关 和 官员 开通 微博 ， 在 全国 两会 代表 、 委员 中 也 已经 有 数百人 开微博 征询 民意 。 但 在 省部级 官员 中 ， 用 实名 开微博 的 ， 张春贤 还是 第一位 ， 也 是 目前 开通 微博 行政级别 最高 的 官员 。 他 也 因此 成为 两会 期间 被 媒体 关注 最多 的 高官 之一	none
3230	你 痛苦 的 时候 ， 或许 有人 正 幸福 的 享受 。 你 快乐 的 时候 ， 或许 有人 正受 着 无尽 折磨 ， 与 痛苦 斗争 。 世界 总是 一样 的 ， 只是 我们 的 心情 和 遭遇 不 一样 而已 。	none
3231	小区 或者 私人 庄园 里 的 马路 并 不 必然 适合 道 法交规 ， 在 产权 上 来讲 ， 它 只是 所有者 为了 方便 行车 而 修建 的 类似 马路 的 东西 。 当然 ， 在 这种 马路上 发生 的 纠纷 仍 可以 将 道 法 作为 解决 纠纷 的 参考性 原则 ， 但 产权 是 第一位 的 。	none
3232	在 中央台 军事 评论员 梁 永春 看来 ， 如果 一系列 的 新 项目 都 得到 落实 ， 那中美 两军 的 军事 关系 就 不仅 是 全面 恢复 ， 而是 向前 发展 了 一步 。	none
3233	总在 想 ， 如果 不曾 错过 你 ， 在 每 一个 春日 的 午后 ， 都 牵 着 你 的 手 ， 一同 走上 那条 种满 新茶 的 上路 。 细细地 和 你 诉说着 一切 ， 让 暖暖的 阳光 洒 在 身上 ， 让 心 溢满 幸福 。	happiness
3234	曾经 是 家里 的 二 厨师 ， 今天 在 朋友 们 面前 献丑 。 真是 半年 不 煮饭 ， 退步 了 。 太太 吃 了 我 做 的 饭菜 还 闹肚子 疼 ， 我 也 闹肚子 疼 。 真让人 崩溃 。	sadness
3235	还有 张 签售 的 ， 跟 我家 宝宝 一样 很 真诚 ， 签 一个 ， 谢 一个 ， 看 一个 ， 握 一个 ， 左右两个 护法 也 谢谢 ， 有 礼貌 ~ ~ ~	like
3236	其实 更 多 的 是 喜欢 她 这种 享受 舞台 的 感觉 ， 有种 即兴 新鲜 的 味道 。 （ 因为 舞步 又 改 了 啊 ） 很 开心 很 开心 ， 轻松 又 随意 ， 挥滤 自如 的 感觉 。 因为 她 是 天生 属于 舞台 的 ^ ^	like
3237	星座 名人 趣评 ： 嘉 欣逢 喜诞 麟儿 ， 晋亨乐 的 笑 嗡嗡 ， 此 女本 是 一 凡人 ， 岂能 嫁 为 豪门 妇 ， 须知 双子 多 精明 ， 忽远 忽近 放风筝 ， 可怜 晋亨 小 双鱼 ， 鞍前马后 成 劳工 ， 如今 母 更 凭子 贵 ， 月亮 魔羯 忍 成功 ！	none
3238	15 年 里边 ， 我 从来 没为 任何人 工作 。 我 从来不 接活 ， 也 不 为 钱 摄影 。 我 拍照 只是 为 我 自己 。 我用 最低 要求 的 方式 生活 ， 我 不 需要 太 多 东西 ： 一年 只 需要 一个 好 的 睡袋 ， 几件 衣服 ， 一双 鞋 ， 两双 袜子 和 一双 手套 。 一件 大衣 和 几件 汗衫 我 可以 穿 三年 。 — — 约瑟夫 · 寇 德卡	none
3239	今天 从 崇明 返回 时 ， 雨下 得 那个 大 呀 ！ 收音机 里面 播报 高考 期间 的 天气预报 ， 始觉 又 到 了 高考 时节 ！ 每年 的 此时 似乎 都 下雨 的 。 小 外甥 今年 高考 ， 希望 他 平稳 发挥 ， 考 出 理想 的 成绩 哦 ！ [ 奥特曼 ]	like
3240	中国 社交 网站 存在 泡沫 吗 ？ 看看 奥美 制作 的 全景图 找 找 答案 ： 只有 部分 本土 社交 网站 在 替代 国际 同类 平台 中 快速 发展 。 有 三个 细分 类别 值得注意 ： 1 专业 社交 网络 ， 这一 平台 可能 会变 的 更 重要 ， 因为 Linkedin 的 中国 前景 很 不 确定 ； 2 移动 聊天 ； 3 在线音乐 。 你 已经 变成 网络 社交 达人 了 吗 ？ 还 存在 哪些 创业 机会 ？	none
3241	110401   SJ - M   in   UFO   RADIO 官图 .. 李晟敏 1p .. 呀呀 .. 刚少 了 一张 李晟敏 的 .. 噗 .. 太 激动 了 .. 无 新浪 logo ^   ^   啊 啊啊啊 .. 我 说 你 头发 长 的 也 太快 了 吧 ╮ ( ╯ ▽ ╰ ) ╭	happiness
3242	对阵 乌兹别克 比赛 还是 放开 打 吧 ！ 推荐 阵容 ：   杨智 （ 门将 ） ，   荣昊 、 汪强 、 杜威 、 张林芃 （ 后卫 ， 从左到右 ） ，   于海 、 赵旭日 、 小邓 、 杨昊 、 小蒿 （ 中场 ， 从左到右 ） ，   郜林 （ 突前 前锋 ） 。	none
3243	麦兜 说 ： 有 事情 是 要说 出来 的 ， 不要 等 着 对方 去 领悟 ， 因为 对方 不是 你 ， 不 知道 你 想要 什么 ， 等到 最后 只能 是 伤心 和 失望 ， 尤其 是 感情 。	none
3244	你 有没有 爱过 一个 遥远 的 人 ， 他 从来 都 不让 你 绝望 ， 是 你 继续 活下去 的 勇气 和 力量 。 他 永远 是 年轻 的 ， 美好 的 ， 光芒万丈 的 ， 他 永远 在 那里 ， 好像 信仰 一样 。	like
3245	1 . 人生 短短 数十载 ， 最 要紧 的 是 满足 自己 ， 不是 讨好 他人 。 2 . 每个 人 总有 不 愿意 公开 的 秘密 ， 千万 不要 苦苦相逼 。 3 . 无论 怎么样 ， 一个 人 借故 堕落 总是 不 值得 原谅 的 ， 越是 没有 人爱 ， 越要 爱 自己 .	none
